county,sub_county,Disease/ Condition,Number at Risk
Taita Taveta,Mwatate,East Coast Fever(ECF),1
Baringo,Eldama Ravine,Enterotoxaemia,12
Taita Taveta,Mwatate,Mastitis,0
Taita Taveta,Voi,Trypanosomiasis,2
Taita Taveta,Voi,Myiasis,0
Baringo,Eldama Ravine,Coccidosis,32
Taita Taveta,Mwatate,Pneumonia,2
Baringo,Mogotio,East Coast Fever(ECF),4
Marsabit,Moyale,Pneumonia,120
Tana River,Bura,Trypanosomiasis,298
Busia,Butula,Trypanosomiasis,5
Kajiado,Kajiado North,Lumpy Skin Disease (LSD),2
Marsabit,Moyale,Peste des Petit Ruminants (PPR),221
Tana River,Bura,Trypanosomiasis,625
Marsabit,Moyale,Pneumonia,262
Turkana,Kibish,Lumpy Skin Disease (LSD),56
Marsabit,Moyale,Foot Rot,154
Taita Taveta,Mwatate,Pink Eye,2
Marsabit,Moyale,Pneumonia,97
Marsabit,Moyale,Pneumonia,97
Marsabit,Moyale,Enterotoxaemia,160
Marsabit,Moyale,Peste des Petit Ruminants (PPR),91
Marsabit,North Horr,Haemorrhagic septicemia,13
Marsabit,Moyale,Peste des Petit Ruminants (PPR),2
Marsabit,North Horr,Peste des Petit Ruminants (PPR),85
Marsabit,Moyale,Brucellosis,75
Samburu,Samburu West,Wound,82
Marsabit,Moyale,Brucellosis,54
Taita Taveta,Mwatate,East Coast Fever(ECF),3
Samburu,Samburu West,Peste des Petit Ruminants (PPR),211
Baringo,Eldama Ravine,Pneumonia,2
Bungoma,Bumula,Rabies,3
Lamu,Lamu West,Lumpy Skin Disease (LSD),6
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),11
Baringo,Eldama Ravine,Helminthiasis,3
Nyeri,Mukurweini,East Coast Fever(ECF),3
Samburu,Samburu West,Anaplasmosis,26
Elgeyo/Marakwet,Marakwet East,Pneumonia,5
Baringo,Eldama Ravine,Enterotoxaemia,12
Elgeyo/Marakwet,Marakwet East,Retained Placenta,0
Baringo,Eldama Ravine,Helminthiasis,4
Marsabit,Moyale,Peste des Petit Ruminants (PPR),113
Baringo,Eldama Ravine,Helminthiasis,6
Kwale,Kinango,Helminthiasis,9
Busia,Matayos,Rabies,0
Marsabit,Moyale,Pneumonia,127
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),56
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),200
Marsabit,Moyale,Animal bites,12
Marsabit,Moyale,Fever ,113
Marsabit,Moyale,Peste des Petit Ruminants (PPR),350
Marsabit,Moyale,Eye Problem ,66
Marsabit,Moyale,Lymphatic Nodes Swelling ,24
Garissa,Lagdera,Sheep Pox,250
Marsabit,Moyale,Brucellosis,10
Marsabit,Moyale,Enterotoxaemia,6
Makueni,Kaiti,East Coast Fever(ECF),1
Baringo,Eldama Ravine,Enterotoxaemia,12
Kisumu,Seme,Trypanosomiasis,6
Marsabit,Moyale,Brucellosis,15
Marsabit,Moyale,Foot Rot,7
Tana River,Bura,Helminthiasis,0
Marsabit,Moyale,Brucellosis,24
Kakamega,Malava,Dermatitis ,4
Marsabit,Moyale,Brucellosis,76
Marsabit,Moyale,Brucellosis,36
Marsabit,Moyale,Enterotoxaemia,158
Marsabit,Moyale,Peste des Petit Ruminants (PPR),250
Kakamega,Malava,East Coast Fever(ECF),1
Vihiga,Sabatia,Mange,0
Garissa,Lagdera,Contagious Ecthyma,200
Kakamega,Matungu,East Coast Fever(ECF),0
Baringo,Eldama Ravine,Pneumonia,2
Garissa,Lagdera,Contagious Ecthyma,150
Makueni,Mbooni,Skin Allergy,2
Samburu,Samburu West,Contagious Caprine Pleuropneumonia (CCPP),83
Garissa,Lagdera,Goat Pox,300
Makueni,Kibwezi East,Trypanosomiasis,1
Elgeyo/Marakwet,Marakwet East,Helminthiasis,39
Garissa,Lagdera,Sheep Pox,200
Makueni,Kibwezi East,Trypanosomiasis,4
Taita Taveta,Mwatate,Trypanosomiasis,11
Elgeyo/Marakwet,Marakwet East,Anaplasmosis,5
Nyandarua,Kinangop,Foot and Mouth Disease (FMD),19
Marsabit,Moyale,Menge,85
Baringo,Eldama Ravine,Poisoning,4
Makueni,Mbooni,East Coast Fever(ECF),3
Marsabit,Moyale,Pneumonia,68
Makueni,Mbooni,Pneumonia,2
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),300
Marsabit,Moyale,Peste des Petit Ruminants (PPR),25
Baringo,Eldama Ravine,Helminthiasis,21
Samburu,Samburu East,Foot and Mouth Disease (FMD),25
Samburu,Samburu East,Contagious Bovine Pleuropneumonia (CBPP),25
Makueni,Kibwezi East,Contagious Caprine Pleuropneumonia (CCPP),24
Marsabit,Moyale,Mange,21
Makueni,Kaiti,Helminthiasis,0
Marsabit,Moyale,Heart Water,123
Marsabit,Moyale,Foot Rot,75
Marsabit,Moyale,Pneumonia,47
Marsabit,Moyale,Animal bites,91
Makueni,Kaiti,Helminthiasis,0
Samburu,Samburu West,Peste des Petit Ruminants (PPR),50
Samburu,Samburu West,Peste des Petit Ruminants (PPR),73
Taita Taveta,Voi,Orf Virus,56
Makueni,Kibwezi East,Coccidosis,3
Narok,Narok South,East Coast Fever(ECF),16
Trans Nzoia,Cherangany,Black Quarter,15
Makueni,Kaiti,Tumor ,0
Taita Taveta,Wundanyi,Pneumonia,3
Samburu,Samburu West,Contagious Caprine Pleuropneumonia (CCPP),5
Marsabit,Moyale,Respiratory Problem ,25
Makueni,Kaiti,Helminthiasis,0
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),30
Makueni,Kibwezi East,East Coast Fever(ECF),20
Makueni,Kibwezi East,Foot and Mouth Disease (FMD),371
Makueni,Kibwezi East,Trypanosomiasis,20
Makueni,Kibwezi East,Foot and Mouth Disease (FMD),375
Kajiado,Kajiado Central,Rabies,10
Marsabit,Moyale,Helminthiasis,67
Baringo,Eldama Ravine,Helminthiasis,2
Taita Taveta,Voi,Bacteria Scours ,1
Taita Taveta,Wundanyi,Dystocia,0
Makueni,Kibwezi West,Helminthiasis,1
Makueni,Kibwezi West,Trypanosomiasis,1
Taita Taveta,Voi,Trypanosomiasis,13
Marsabit,Moyale,Trypanosomiasis,25
Marsabit,Moyale,Peste des Petit Ruminants (PPR),129
Baringo,Eldama Ravine,East Coast Fever(ECF),6
Marsabit,Moyale,Foot Rot ,129
Marsabit,Moyale,Peste des Petit Ruminants (PPR),132
Marsabit,Moyale,Enterotoxaemia,122
Samburu,Samburu North,Foot and Mouth Disease (FMD),700
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),400
Makueni,Kibwezi East,Foot and Mouth Disease (FMD),3
Baringo,Eldama Ravine,Helminthiasis,8
Garissa,Lagdera,Goat Pox,200
Garissa,Lagdera,Sheep Pox,250
Baringo,Eldama Ravine,Helminthiasis,8
Makueni,Mbooni,Pneumonia,2
Samburu,Samburu North,Foot and Mouth Disease (FMD),700
Kakamega,Ikolomani,East Coast Fever(ECF),0
Garissa,Balambala,Contagious Caprine Pleuropneumonia (CCPP),364
Baringo,Eldama Ravine,Helminthiasis,8
Kakamega,Ikolomani,Anaplasmosis,0
Baringo,Eldama Ravine,Helminthiasis,4
Makueni,Kibwezi East,Anaplasmosis,3
Vihiga,Hamisi,TRP,0
Vihiga,Hamisi,Pneumonia,2
Vihiga,Hamisi,Coccidosis,20
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Makueni,Kaiti,Helminthiasis,12
Makueni,Kibwezi East,Anaplasmosis,2
Makueni,Kibwezi East,Trypanosomiasis,2
Makueni,Kibwezi East,Trypanosomiasis,6
Makueni,Kilome,Enteritis ,6
Kitui,Kitui East,Foot and Mouth Disease (FMD),100
Makueni,Kilome,Newcastle Disease (NCD),12
Vihiga,Hamisi,Dislocation ,9
Kakamega,Shinyalu,East Coast Fever(ECF),0
Taita Taveta,Wundanyi,Trypanosomiasis,3
Marsabit,Moyale,Foot Rot,98
Marsabit,Moyale,Mastitis ,2
Kilifi,Magarini,East Coast Fever(ECF),0
Taita Taveta,Wundanyi,Trypanosomiasis,3
Marsabit,Moyale,footrot,135
Kajiado,Kajiado West,Foot and Mouth Disease (FMD),5
Kitui,Kitui South,Foot and Mouth Disease (FMD),5
Marsabit,Moyale,Pneumonia,52
Marsabit,Moyale,footrot,124
Marsabit,Moyale,Pneumonia,94
Marsabit,Moyale,footrot,127
Marsabit,Moyale,Helminthiasis,123
Marsabit,Moyale,footrot,157
Marsabit,Moyale,Foot Rot,86
Marsabit,Laisamis,Helminthiasis,450
Marsabit,Laisamis,TBDs,308
Marsabit,Moyale,Pneumonia,116
Marsabit,Laisamis,Vectors,450
Makueni,Mbooni,Lumpy Skin Disease (LSD),3
Marsabit,Laisamis,"TBDs,TRYPS",68
Kakamega,Ikolomani,East Coast Fever(ECF),0
Marsabit,Laisamis,Rift Valley Fever (RVF),68
Marsabit,Laisamis,Rift Valley Fever (RVF),450
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),169
Marsabit,Moyale,Foot Rot,83
Marsabit,Moyale,Menge,123
Marsabit,Laisamis,Helminthiasis,308
Marsabit,Moyale,Wound ,56
Samburu,Samburu North,Peste des Petit Ruminants (PPR),500
Marsabit,Moyale,Pneumonia,87
Marsabit,Moyale,White Muscle Disease ,21
Marsabit,Moyale,Helminthiasis,32
Makueni,Kaiti,Enteritis ,0
Taita Taveta,Wundanyi,Anaplasmosis,1
Marsabit,Moyale,Manges,63
Taita Taveta,Mwatate,Foot Rot ,1
Marsabit,Moyale,Pneumonia,72
Marsabit,Moyale,Bitten By Hyena ,12
Marsabit,Moyale,Helminthiasis,52
Marsabit,Moyale,Helminthiasis,22
Marsabit,Moyale,Camel Pox,45
Marsabit,Moyale,Mange,5
Marsabit,Laisamis,Anaplasmosis,22
Marsabit,Laisamis,Babesiosis,312
Marsabit,Moyale,Sheep scab,25
Marsabit,Laisamis,0,773
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),412
Samburu,Samburu West,Footrot,63
Marsabit,Laisamis,Parasites,619
Marsabit,Laisamis,Heart Water,0
Marsabit,Laisamis,TBDs,454
Kitui,Mwingi Central,Pimply Guts ,0
Vihiga,Sabatia,Helminthiasis,0
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),629
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),2132
Marsabit,Laisamis,TBDs,1171
Marsabit,Laisamis,TBDs,115
Busia,Teso South,Lumpy Skin Disease (LSD),7
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),670
Marsabit,Laisamis,Rift Valley Fever (RVF),429
Marsabit,Laisamis,TBDs,597
Taita Taveta,Mwatate,Entritis,3
Marsabit,Laisamis,TBDs,131
Taita Taveta,Voi,NSD,0
Kwale,Matuga,Trypanosomiasis,0
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),100
Makueni,Kibwezi West,Poisoning,5
Kwale,Matuga,Trypanosomiasis,0
Samburu,Samburu North,Foot and Mouth Disease (FMD),250
Marsabit,Laisamis,Rift Valley Fever (RVF),124
Makueni,Kibwezi East,East Coast Fever(ECF),3
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),300
Makueni,Mbooni,Mastitis,1
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),125
Marsabit,Laisamis,Rift Valley Fever (RVF),76
Kwale,Kinango,Anaplasmosis,50
Vihiga,Vihiga,Helminthiasis,3
Taita Taveta,Mwatate,Anaplasmosis,0
Baringo,Eldama Ravine,Pneumonia,4
Kwale,Kinango, ,5
Vihiga,Vihiga,Anaplasmosis,3
Vihiga,Emuhaya,Pneumonia,0
Baringo,Eldama Ravine,Enterotoxaemia,18
Kwale,Kinango,Trypanosomiasis,4
Vihiga,Vihiga,East Coast Fever(ECF),2
Taita Taveta,Voi,Trypanosomiasis,2
Tana River,Galole,Helminthiasis,51
Kwale,Kinango,0,5
Kwale,Kinango,Foot and Mouth Disease (FMD),30
Taita Taveta,Voi,Heart Water,13
Vihiga,Emuhaya,Helminthiasis,0
Busia,Teso South,Heart Water,3
Tana River,Bura,Helminthiasis,2
Marsabit,Moyale,Foot Rot,40
Tana River,Galole,Helminthiasis,69
Marsabit,Moyale,Foot Rot,39
Narok,Narok North,Poisoning,102
Tana River,Galole,Helminthiasis,29
Busia,Nambale,Trypanosomiasis,9
Marsabit,Moyale,Foot Rot,99
Marsabit,Moyale,Pneumonia,27
Busia,Teso South,Pneumonia,3
Marsabit,Moyale,Brucellosis,2
Marsabit,Moyale, Foot Rot,67
Marsabit,Moyale,Menge ,97
Marsabit,Moyale,Foot Rot,118
Marsabit,Moyale,Coccidosis,13
Marsabit,Moyale,Foot Rot,30
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),214
Marsabit,Moyale,Tetanus,14
Marsabit,Moyale,Foot Rot,0
Marsabit,Moyale,Foot Rot,41
Marsabit,Moyale,Brucellosis,19
Marsabit,Moyale,Foot Rot,97
Marsabit,Moyale,Foot Rot,78
Marsabit,Moyale,Heart Water,52
Marsabit,Moyale,Helminthiasis,81
Marsabit,Moyale,Brucellosis,124
Marsabit,Moyale,Brucellosis,110
Marsabit,Moyale,Foot Rot,82
Marsabit,Moyale,Foot Rot,91
Marsabit,Moyale,Enterotoxaemia,111
Marsabit,Moyale,Brucellosis,24
Marsabit,Moyale,Pneumonia,78
Kwale,Kinango,Helminthiasis,60
Marsabit,Moyale,Helminthiasis,25
Kwale,Kinango,Trypanosomiasis,20
West Pokot,Kapenguria,Anaplasmosis,15
Marsabit,Moyale,Foot Rot,75
Marsabit,Laisamis,TBDs,15
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),300
Taita Taveta,Wundanyi,Retained Afterbirth ,0
Garissa,Lagdera,Sheep Pox,200
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),588
Marsabit,Moyale,Coccidosis,63
Taita Taveta,Voi,Stinging,2
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),533
Kwale,Matuga,Trypanosomiasis,0
Marsabit,Moyale, Foot Rot,42
Nyandarua,Kipipiri,Lumpy Skin Disease (LSD),1
Marsabit,Moyale,Brucellosis,25
Kwale,Matuga,Anaplasmosis,0
Kwale,Matuga,Pneumonia,0
Kitui,Mwingi North,Heart Water,9
Kwale,Matuga,Retained afterbirth ,0
Marsabit,Moyale,Animal bites,22
Vihiga,Hamisi,Iron Defficiency ,0
Marsabit,Moyale,0,32
Lamu,Lamu West,Lumpy Skin Disease (LSD),34
Kwale,Matuga,Trypanosomiasis,0
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),415
Kwale,Matuga,East Coast Fever(ECF),0
Marsabit,Moyale,Helminthiasis,18
Kwale,Matuga,East Coast Fever(ECF),0
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),113
Samburu,Samburu North,Peste des Petit Ruminants (PPR),71
Marsabit,Moyale,Foot Rot ,45
Marsabit,Moyale,Brucellosis,6
Marsabit,Moyale,Foot Rot,34
Marsabit,Moyale,Mastitis ,17
Marsabit,Moyale,Animal bites,12
Marsabit,Moyale,Pink Eyes,23
Marsabit,Moyale,Helminthiasis,66
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),350
Garissa,Lagdera,Sheep Pox,250
Samburu,Samburu North,Haemorrhagic septicemia,24
Samburu,Samburu North,Contagious Caprine Pleuropneumonia (CCPP),61
Marsabit,Moyale,Pneumonia,12
Marsabit,Moyale,Poisoning,31
Marsabit,Moyale,Anaplasmosis,21
Marsabit,Moyale,Haemorrhagic septicemia,41
Marsabit,Moyale,Coccidosis,3
Marsabit,Moyale,Mange,62
Marsabit,Moyale,Brucellosis,23
Marsabit,Moyale,Footrot,47
Marsabit,Moyale,Mange,6
Marsabit,Moyale, 0,129
Marsabit,Moyale,Trypanosomiasis,14
Marsabit,Moyale,Fowl paralysis,19
Marsabit,Moyale,Brucellosis,102
Marsabit,Moyale,footrot,93
Marsabit,Moyale,Helminthiasis ,66
Marsabit,Moyale,Fowl Pox,21
Marsabit,Moyale,Tetanus,25
Marsabit,Moyale,Brucellosis,11
Marsabit,Moyale,Pneumonia,66
Marsabit,Moyale,Brucellosis,65
Marsabit,Moyale,Helminthiasis,65
Taita Taveta,Wundanyi,East Coast Fever(ECF),1
Marsabit,Moyale,footrot,123
Marsabit,Moyale,Animal bites,102
Marsabit,Moyale,Animal bites,66
Marsabit,Moyale,Heart Water,123
Marsabit,Moyale,Brucellosis,123
Marsabit,Moyale,Animal bites,123
Marsabit,Moyale,orf,123
Marsabit,Moyale,Trypanosomiasis,11
Marsabit,Saku,Orf,50
Taita Taveta,Wundanyi,Uterine Irrigation ,0
Marsabit,Saku,Babesios,2
Marsabit,Moyale,Trypanosomiasis,66
Taita Taveta,Wundanyi,East Coast Fever(ECF),3
Marsabit,Moyale,Helminthiasis,123
Marsabit,Saku,Anaplasmosis ,2
Marsabit,Moyale,Helminthiasis,31
Marsabit,Saku,Eperythrozoon,2
Marsabit,Moyale,Pneumonia,123
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Taita Taveta,Voi,Canine Distemper (CD),0
Marsabit,Saku,Theileriosis,2
Marsabit,Saku,Trypanosomiasis,40
Taita Taveta,Voi,Fowl Pox,20
Marsabit,Laisamis,Pneumonia,53
Marsabit,Laisamis,Pneumonia,63
Marsabit,Moyale,Rift Valley Fever (RVF),3
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),52
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),0
West Pokot,Kapenguria,East Coast Fever(ECF),4
Bomet,Bomet Central,Lumpy Skin Disease (LSD),3
West Pokot,Kapenguria,East Coast Fever(ECF),15
Samburu,Samburu West,Lumpy Skin Disease (LSD),56
Kajiado,Kajiado Central,Lumpy Skin Disease (LSD),2000
Kitui,Kitui South,Animal bites,6
Taita Taveta,Mwatate,Trypanosomiasis,5
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),207
Taita Taveta,Mwatate,Enterotoxaemia,1
Kitui,Mwingi North,Newcastle Disease (NCD),30
Samburu,Samburu West,Tumour,0
Samburu,Samburu West,Peritonitis,0
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),327
Samburu,Samburu West,Pyrethrin Poisoning ,0
Samburu,Samburu West,Helminthiasis,43
Meru,Buuri,East Coast Fever(ECF),6
Makueni,Makueni,Foot and Mouth Disease (FMD),7
Marsabit,Laisamis,Trypanosomiasis,49
Makueni,Makueni,Foot and Mouth Disease (FMD),400
Samburu,Samburu North,Mastitis,2
Vihiga,Emuhaya, Grass Tetany,2
Makueni,Makueni,Rabies,8
Vihiga,Emuhaya,Helminthiasis,2
Makueni,Makueni,Rabies,3
Samburu,Samburu North,Worm Infestation ,37
Samburu,Samburu North,Rabies,29
Vihiga,Luanda,Helminthiasis,4
Samburu,Samburu North,Camel Pox,25
Marsabit,Moyale,Footrot,41
Busia,Teso South,African Swine Fever (ASF),3
Bungoma,Webuye West,Foot and Mouth Disease (FMD),0
Samburu,Samburu North,Peste des Petit Ruminants (PPR),307
Busia,Teso South,Helminthiasis,6
Taita Taveta,Mwatate,East Coast Fever(ECF),4
Taita Taveta,Voi,Anaplasmosis,1
Kwale,Matuga,Trypanosomiasis,10
Busia,Teso South,Menges,3
Busia,Teso South,Anaplasmosis,0
Taita Taveta,Voi,Trypanosomiasis,2
Taita Taveta,Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Kwale,Matuga,Trypanosomiasis,10
Kakamega,Ikolomani,East Coast Fever(ECF),0
Busia,Teso South,East Coast Fever(ECF),4
Samburu,Samburu West,Animal bites,2
Samburu,Samburu West,Mange,3
Samburu,Samburu North,Peste des Petit Ruminants (PPR),201
Busia,Teso South,East Coast Fever(ECF),4
Marsabit,Moyale,Pneumonia,65
Kakamega,Ikolomani,East Coast Fever(ECF),0
Taita Taveta,Mwatate,Pneumonia,1
Kajiado,Kajiado West,Foot and Mouth Disease (FMD),1
Samburu,Samburu West,Animal bites,0
Marsabit,Moyale,Foot Rot,96
Taita Taveta,Mwatate,Contagious Caprine Pleuropneumonia (CCPP),6
Marsabit,Moyale, Foot Rot,41
Marsabit,North Horr,Foot and Mouth Disease (FMD),36
Kakamega,Lugari,Diarrhoea ,3
Taita Taveta,Mwatate,Anaplasmosis....DDx ECF,0
Marsabit,Moyale,Coccidosis,50
Tana River,Garsen,Trypanosomiasis,5
Marsabit,Moyale,Coccidosis,50
Marsabit,Moyale,Avian leucosis,50
Marsabit,Moyale,Coccidosis,47
Marsabit,Moyale,Fowl Pox,50
Kajiado,Kajiado West,Contagious Caprine Pleuropneumonia (CCPP),300
Marsabit,Moyale,Brucellosis,114
Marsabit,Moyale,Brucellosis,32
West Pokot,Kapenguria,Anaplasmosis,4
Busia,Nambale,East Coast Fever(ECF),3
Marsabit,Moyale,Pink Eyes ,12
Marsabit,Moyale,Enterotoxaemia,67
Samburu,Samburu West,Animal bites,74
Turkana,Turkana Central,Mange,89
Samburu,Samburu West,Footrot,134
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Makueni,Makueni,Rabies,18
Marsabit,Moyale,Brucellosis,14
Bomet,Bomet Central,Anthrax,4
Elgeyo/Marakwet,Marakwet East,Dystochia,5
Tana River,Garsen,Trypanosomiasis,18
Makueni,Makueni,Rabies,18
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),2
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),59
Taita Taveta,Voi,Pneumonia,4
Marsabit,Laisamis,Enterotoxaemia,25
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),39
Elgeyo/Marakwet,Marakwet East,Rabies,2
Bungoma,Webuye West,Foot and Mouth Disease (FMD),41
Marsabit,Laisamis,Helminthiasis,17
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),122
Marsabit,Laisamis,Rift Valley Fever (RVF),51
Samburu,Samburu West,Footrot,71
Marsabit,Laisamis,Peste des Petit Ruminants (PPR),7
Samburu,Samburu West,Helminthiasis,84
Samburu,Samburu West,Helminthiasis,32
Taita Taveta,Voi,Anaplasmosis,0
Marsabit,Laisamis,Brucellosis,26
Vihiga,Sabatia,East Coast Fever(ECF),2
Bungoma,Bumula,East Coast Fever(ECF),3
Marsabit,Moyale,Brucellosis,45
Samburu,Samburu West,Footrot ,123
Marsabit,Moyale,Brucellosis,61
Kitui,Kitui East,East Coast Fever(ECF),2
Nyandarua,Kipipiri,Lumpy Skin Disease (LSD),1
Marsabit,North Horr,Haemorrhagic septicemia,16
Taita Taveta,Taveta,Trypanosomiasis,1
Samburu,Samburu West,Sprain Of The Elbow Joint ,0
Kitui,Kitui East,East Coast Fever(ECF),5
Marsabit,North Horr,Peste des Petit Ruminants (PPR),65
Samburu,Samburu West,Retained Afterbirth,0
Samburu,Samburu West,Pneumonia,7
Samburu,Samburu West,Stomatitis And Mammilitis,3
Samburu,Samburu West,Acute Pneumonia ,3
Kajiado,Kajiado North,Lumpy Skin Disease (LSD),2
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),5
Tana River,Garsen,Pneumonia,6
Narok,Narok South,East Coast Fever(ECF),11
Samburu,Samburu West,East Coast Fever(ECF),54
Narok,Narok South,East Coast Fever(ECF),4
Nakuru,Naivasha,Contagious Caprine Pleuropneumonia (CCPP),15
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),3
Elgeyo/Marakwet,Marakwet East,Pneumonia,7
Marsabit,Laisamis,Rabies,32
Kwale,Matuga,Trypanosomiasis,0
Taita Taveta,Wundanyi,Anaplasmosis,2
Kwale,Matuga,Heart Water,0
Samburu,Samburu West,Retained Afterbirth ,0
Taita Taveta,Wundanyi,Anaplasmosis,1
Marsabit,Moyale,Trypanosomiasis,23
Kwale,Kinango,Envenomation,20
Kwale,Msambweni,Trypanosomiasis,0
Taita Taveta,Mwatate,East Coast Fever(ECF),3
Meru,Buuri,Lumpy Skin Disease (LSD),2
Kwale,Matuga,East Coast Fever(ECF),0
Marsabit,North Horr,Wound,87
Kwale,Kinango,Trypanosomiasis,7
Elgeyo/Marakwet,Marakwet East,Retained,1
Nairobi,Kasarani,0,1
Taita Taveta,Wundanyi,Trypanosomiasis,6
Makueni,Kibwezi West,HS,6
Samburu,Samburu West,Pneumonia,5
Makueni,Mbooni,Helminthiasis,25
Samburu,Samburu West,Abscess ,42
Kwale,Matuga,Trypanosomiasis,0
Kwale,Matuga,Retained afterbirth ,0
Garissa,Lagdera,Peste des Petit Ruminants (PPR),3000
Kwale,Matuga,Anaplasmosis,0
Tana River,Galole,Pneumonia,6
Busia,Teso South,Lumpy Skin Disease (LSD),116
Kwale,Kinango,Trypanosomiasis,2
Taita Taveta,Wundanyi,Anaplasmosis,1
Kitui,Kitui East,Contagious Caprine Pleuropneumonia (CCPP),60
Taita Taveta,Wundanyi,Helminthiasis,0
Kakamega,Malava,Pneumonia,3
Samburu,Samburu West,Helminthiasis,76
West Pokot,Kapenguria,Sinusitis,1
Makueni,Kibwezi East,Anaplasmosis,2
Samburu,Samburu West,Helminthiasis,27
Kwale,Kinango,Trypanosomiasis,1
West Pokot,Kapenguria,East Coast Fever(ECF),0
Kakamega,Malava,Helminthiasis,0
Samburu,Samburu East,Orf,7
Garissa,Lagdera,Peste des Petit Ruminants (PPR),1000
Taita Taveta,Mwatate,Trypanosomiasis,0
Kwale,Matuga,Pneumonia,0
Samburu,Samburu East,Coenurosis,13
West Pokot,Kapenguria,Anaplasmosis,7
West Pokot,Kapenguria,Anaplasmosis,3
Kakamega,Lugari,Rabies,0
Kwale,Kinango,Helminthiasis,1
Nyeri,Kieni,Lumpy Skin Disease (LSD),3
Makueni,Makueni,Lumpy Skin Disease (LSD),5
Samburu,Samburu West,Pneumonia,0
Kwale,Matuga,Trypanosomiasis,0
Kwale,Matuga,East Coast Fever(ECF),0
Marsabit,Laisamis,Rift Valley Fever (RVF),30
Samburu,Samburu West,East Coast Fever(ECF),2
Kilifi,Malindi,Newcastle Disease (NCD),15
Samburu,Samburu West,Ectoparasites Infestation ,0
Narok,Narok South,Trypanosoma ,0
Taita Taveta,Mwatate,Trypanosomiasis,5
Meru,Igembe Central,Mastitis ,6
Kitui,Mwingi Central,Lumpy Skin Disease (LSD),10
Taita Taveta,Voi,Arthritis,1
Kitui,Mwingi Central,Helminthiasis,0
Taita Taveta,Voi,Canine Distemper (CD),0
Taita Taveta,Voi,Trypanosomiasis,50
Kitui,Mwingi Central,Foot and Mouth Disease (FMD),10
Taita Taveta,Voi,Helminthiasis,7
Taita Taveta,Voi,Trypanosomiasis,12
Marsabit,Moyale,Fowl Pox,21
Makueni,Mbooni,East Coast Fever(ECF),3
Taita Taveta,Voi,Nsd,2
Samburu,Samburu West,Anaplasmosis,24
Taita Taveta,Voi,Heart Water,38
West Pokot,Kapenguria,Helminthiasis,0
Meru,Buuri,Peste des Petit Ruminants (PPR),50
Marsabit,Moyale,Haemorrhagic septicemia,12
Turkana,Turkana South,Lumpy Skin Disease (LSD),50
Marsabit,Moyale,Helminthiasis,25
Narok,Narok South,East Coast Fever(ECF),12
Turkana,Turkana South,Lumpy Skin Disease (LSD),216
