county,Sub_County,Ward,Latitude,Longitude,Locality,Start_Outbreak_Event,Report_Date,Disease_Condition,Nature_of_Diagnosis,Test_Used,Species_Affected,Number_at_Risk,Number_Sick,Number_Dead,Number_Slaughtered,Number_Destroyed,Production_System,Number_Humans_Affected_zoonosis,Disease_Control_Method,Number_Vaccinated,Organisation_GOK_Private,Source
Busia,Teso South,Chakol North,0.5533809,34.1731847,Village/Farm,1/6/2024,1/5/2024,Black Quarter,Clinical,,Cattle,2,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol North,0.5357925,34.1627557,Village/Farm,1/5/2024,1/5/2024,East Coast Fever(ECF),Clinical,,Cattle,5,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,11/21/2023,11/21/2023,Footrot,Clinical,,Goats,16,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.46568125,34.12459087,Village/Farm,1/6/2024,1/4/2024,Mange,Clinical,,Dogs,5,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura East,0.5454041,34.3065693,Village/Farm,1/5/2024,1/5/2024,Rabies,Clinical,,Goats,7,1,0,0,1,Extensive,1,[Vaccination],0,GOK,KABS
Busia,Teso North,Malaba South,0.5701904,34.29928,Village/Farm,1/6/2024,1/3/2024,Red Urine ,Clinical,,Cattle,5,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,12/29/2023,12/29/2023,Brucellosis,Clinical,,Goats,27,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,12/11/2023,12/11/2023,Abcess,Clinical,,Camel,25,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,9/12/2023,9/12/2023,Helminthiasis,Clinical,,Donkey,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Bukhayo West,0.4497229,34.1408508,Village/Farm,1/9/2024,1/5/2024,Pneumonia,Clinical,,Cattle,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,12/30/2023,12/30/2023,Brucellosis,Clinical,,Goats,43,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4620953,34.1151144,Village/Farm,1/9/2024,1/5/2024,East Coast Fever(ECF),Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Bukhayo East,0.4484214,34.2475434,Village/Farm,1/8/2024,1/3/2024,Mange,Clinical,,Dogs,3,2,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,11/28/2023,11/28/2023,Brucellosis,Clinical,,Goats,20,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,11/15/2023,11/15/2023,Wound,Clinical,,Goats,13,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.13488485,39.240794,Village/Farm,11/20/2023,11/20/2023,Footrot,Clinical,,Goats,42,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso North,Malaba Central,0.6363905,34.2701167,Abattoir,1/10/2024,1/5/2024,Anaplasmosis,Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5152197,34.1603221,Village/Farm,1/9/2024,1/4/2024,Brucellosis,Clinical,,Goats,28,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.6363785,34.3041396,Village/Farm,1/10/2024,1/3/2024,Animal bites,Clinical,,Goats,33,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.511108,34.3128169,Village/Farm,1/11/2024,1/6/2024,Abscess ,Post Mortem,,Goats,1,1,1,2,0,,0,Condemning the Liver,0,GOK,KABS
Marsabit,Moyale,Golbo,3.284146,39.079739,Village/Farm,12/21/2023,12/21/2023,Animal bites,Clinical,,Goats,58,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Butula,Marachi Central,0.4638296,34.3332918,Village/Farm,1/12/2024,1/6/2024,Helminthiasis,Clinical,,Cattle,4,2,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.511108,34.3128169,Village/Farm,1/13/2024,1/6/2024,Newcastle Disease (NCD),Clinical,,Chicken,54,15,8,0,8,Intensive,0,"[Vaccination, Other]",0,GOK,KABS
Busia,Teso South,Chakol South,0.4759173,34.2253117,Village/Farm,1/14/2024,1/3/2024,East Coast Fever(ECF),Clinical,,Cattle,67,4,1,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Golbo,3.284146,39.079739,Village/Farm,12/28/2023,12/28/2023,Brucellosis,Clinical,,Goats,79,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,12/29/2023,12/29/2023,Brucellosis,Clinical,,Goats,72,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5179994,34.2263539,Village/Farm,1/14/2024,1/6/2024,Pneumonia,Clinical,,Sheep,18,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura East,0.5454041,34.3065693,Village/Farm,1/14/2024,1/3/2024,Rift Valley Fever (RVF),Clinical,,Sheep,25,2,0,0,0,Extensive,0,"[Treatment, Vaccination]",0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4630591,34.1178971,Village/Farm,1/15/2024,1/5/2024,Anthrax,Laboratory,Giemsa,Cattle,4,0,1,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.446285,39.171518,Village/Farm,12/29/2023,12/29/2023,Helminthiasis,Clinical,,Goats,34,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4597053,34.1495438,Village/Farm,1/14/2024,1/6/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,2,1,1,0,0,Intensive,0,[Vaccination],0,GOK,KABS
Busia,Teso South,Chakol South,0.4597053,34.1495438,Village/Farm,1/14/2024,1/6/2024,Enterotoxaemia,Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol South,0.4646157,34.1464144,Village/Farm,1/14/2024,1/6/2024,Anaplasmosis,Clinical,,Cattle,2,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Bukhayo West,0.4525854,34.1544116,Village/Farm,1/15/2024,1/5/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Taveta,Mahoo,-3.3970082,37.6867131,Village/Farm,12/2/2023,12/2/2023,Orf Disease ,Clinical,,Goats,48,8,1,0,0,Mixed,0,"[Treatment, Quarantine, Isolation]",0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4630591,34.1178971,Village/Farm,1/16/2024,1/2/2024,Helminthiasis,Clinical,,Goats,4,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Bukhayo West,0.4477459,34.1446758,Village/Farm,1/14/2024,1/5/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso North,Malaba Central,0.6388678,34.2673388,Abattoir,1/16/2024,1/5/2024,ephemeral fever ,Clinical,,Cattle,201,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol South,0.4704349,34.199947,Village/Farm,1/16/2024,1/1/2024,Fowl Typhoid ,Clinical,,Chicken,15,2,6,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso North,Malaba Central,0.6363905,34.2701167,Abattoir,1/17/2024,1/4/2024,Brucellosis,Clinical,,Camel,24,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso North,Malaba Central,0.6363905,34.2701167,Abattoir,1/17/2024,1/5/2024,Pneumonia,Clinical,,Sheep,62,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Bukhayo North/Waltsi,0.446612,34.266297,Village/Farm,1/17/2024,1/3/2024,Pneumonia,Clinical,,Goats,62,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol North,0.5108698,34.3117756,Village/Farm,1/17/2024,1/5/2024,Helminthiasis,Clinical,,Sheep,18,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Nambale Township,0.5108698,34.3117756,Village/Farm,1/17/2024,1/4/2024,Brucellosis,Clinical,,Goats,3,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Bukhayo West,0.4142714,34.141894,Village/Farm,1/18/2024,1/5/2024,Coeneurosis,Clinical,,Goats,6,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Mayenje,0.4587538,34.0994604,Village/Farm,1/19/2024,1/6/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,2,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.462801,34.1203319,Village/Farm,1/20/2024,1/6/2024,Trypanosomiasis,Clinical,,Camel,12,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5454041,34.3065693,Village/Farm,1/20/2024,1/3/2024,Animal bites,Clinical,,Goats,33,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Bukhayo North/Waltsi,0.4525818,34.246154,Village/Farm,1/20/2024,1/5/2024,Coccidosis,Clinical,,Chicken,6,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Butula,Marachi Central,0.4605108,34.3152463,Village/Farm,1/22/2024,1/4/2024,Fowl Typoid,Clinical,,Chicken,33,14,6,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Nambale Township,0.4733939,34.2392071,Village/Farm,1/23/2024,1/4/2024,Brucellosis,Clinical,,Goats,16,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5320678,34.2478907,Village/Farm,1/21/2024,1/4/2024,Brucellosis,Clinical,,Goats,42,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Bukhayo North/Waltsi,0.454097,34.2822692,Village/Farm,1/24/2024,1/4/2024,East Coast Fever(ECF),Clinical,,Cattle,300,2,2,2,2,Mixed,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol South,0.4652215,34.3024041,Market,1/24/2024,1/5/2024,Helminthiasis,Clinical,,Cattle,17,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5052434,34.3121227,Village/Farm,1/23/2024,1/2/2024,Brucellosis,Clinical,,Goats,120,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Nambale,Nambale Township,0.4478922,34.2551842,Village/Farm,1/25/2024,1/4/2024,Trypanosomiasis,Clinical,,Camel,3,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Butula,Marachi Central,0.3263033,34.2385124,Village/Farm,1/25/2024,1/6/2024,Helminthiasis,Clinical,,Cattle,0,2,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5320678,34.2478907,Village/Farm,1/24/2024,1/4/2024,Trauma ,Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Butula,Marachi Central,0.3263033,34.2385124,Village/Farm,1/25/2024,1/5/2024,Trypanosomiasis,Clinical,,Goats,36,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura East,0.5166238,34.2510165,Village/Farm,1/26/2024,1/3/2024,Trypanosomiasis,Clinical,,Camel,13,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5106231,34.3121227,Village/Farm,1/27/2024,1/4/2024,Black Quarter,Clinical,,Sheep,8,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4496855,34.2395545,Village/Farm,1/27/2024,1/6/2024,Anaplasmosis,Clinical,,Cattle,2,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Burumba,0.4579498,34.1123317,Village/Farm,1/27/2024,1/6/2024,East Coast Fever(ECF),Clinical,,Cattle,0,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Busia,Nambale,Nambale Township,0.4499883,34.2742835,Village/Farm,1/29/2024,1/7/2024,Helminthiasis,Clinical,,Cattle,4,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4533751,34.1439804,Village/Farm,1/30/2024,1/2/2024,Anaplasmosis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol North,0.4494098,34.1537162,Village/Farm,1/30/2024,1/1/2024,Brucellosis,Clinical,,Goats,35,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Matayos,Burumba,0.4494098,34.1537162,Village/Farm,1/30/2024,1/2/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4494098,34.1537162,Village/Farm,1/30/2024,1/7/2024,Warble ,Clinical,,Dogs,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol South,0.4494098,34.1537162,Village/Farm,1/30/2024,1/7/2024,Calf Scours ,Clinical,,Cattle,8,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol South,0.4494098,34.1537162,Village/Farm,1/30/2024,1/2/2024,Leptospirosis ,Clinical,,Cattle,30,1,0,0,0,Extensive,0,"[Isolation, Treatment]",0,GOK,KABS
Busia,Teso South,Chakol South,0.4494098,34.1537162,Village/Farm,1/30/2024,1/2/2024,Brucellosis,Clinical,,Cattle,6,1,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4494098,34.1537162,Village/Farm,1/30/2024,1/7/2024,Trypanosomiasis,Clinical,,Camel,2,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol North,0.4494098,34.1537162,Village/Farm,1/30/2024,1/6/2024,Bottle Jow,Clinical,,Cattle,50,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Chakol North,0.4533751,34.1439804,Village/Farm,1/30/2024,1/8/2024,Helminthiasis,Clinical,,Cattle,2,2,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4998238,34.1954292,Village/Farm,1/24/2024,1/6/2024,Anaplasmosis,Clinical,,Cattle,20,1,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.115677,39.256903,Village/Farm,12/27/2023,12/27/2023,Brucellosis,Clinical,,Goats,65,0,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Moiben/Kuserwo,0.9876189,35.4485742,Village/Farm,1/6/2024,1/6/2024,Heart Water,Clinical,,Goats,6,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9553785,35.4030127,Village/Farm,1/7/2024,1/8/2024,Helminthiasis,Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9783155,35.4489166,Village/Farm,1/7/2024,1/8/2024,Helminthiasis,Post Mortem,,Goats,0,1,0,4,0,,0,Slaughter,0,GOK,KABS
Elgeyo/Marakwet,Keiyo South,Soy North,0.510617495,35.70333481,Village/Farm,1/6/2024,1/7/2024,Pneumonia,Clinical,,Goats,8,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.04497815,35.57306658,Village/Farm,1/6/2024,1/8/2024,Heart Water,Post Mortem,,Goats,8,1,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Keiyo South,Soy North,0.54937005,35.55250883,Village/Farm,1/9/2024,1/7/2024,Pneumonia,Clinical,,Sheep,6,1,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9553785,35.4030127,Village/Farm,1/8/2024,1/8/2024,Johnes Disease,Clinical,,Cattle,2,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9930038,35.4485742,Village/Farm,1/11/2024,1/7/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.06247057,35.59271255,Village/Farm,1/5/2024,1/8/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.0653974,35.5885244,Village/Farm,1/1/2024,1/4/2024,Diarrhoea,Clinical,,Camel,40,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.07416154,35.58451376,Village/Farm,1/11/2024,1/3/2024,Bloat,Clinical,,Goats,21,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.06386046,35.58019602,Village/Farm,1/9/2024,1/4/2024,Distocia,Clinical,,Goats,2,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Keiyo North,Kapchemutwa,0.6702027,35.5088269,Village/Farm,1/9/2024,1/8/2024,Anaplasmosis,Clinical,,Cattle,3,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.050675,35.58034167,Village/Farm,1/13/2024,1/1/2024,Foetal Mumification,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Vaccination],0,GOK,KABS
Elgeyo/Marakwet,Keiyo North,Kamariny,0.6717628,35.5085896,Village/Farm,1/13/2024,1/5/2024,Babesia Bovis,Clinical,,Cattle,12,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.983674599,35.34601734,Village/Farm,1/14/2024,1/8/2024,Haemorrhagic septicemia,Clinical,,Camel,200,12,5,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9436334,35.3824504,Village/Farm,1/17/2024,1/8/2024,Animal bites,Clinical,,Camel,24,2,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9436334,35.3824504,Village/Farm,1/17/2024,1/8/2024,Helminthiasis,Clinical,,Cattle,1,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Sengwer,0.9844733,35.2242911,Village/Farm,1/18/2024,1/8/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,8,1,0,0,0,Intensive,0,[Vaccination],0,GOK,KABS
Elgeyo/Marakwet,Keiyo South,Soy North,0.639996529,35.51785469,Village/Farm,1/17/2024,1/6/2024,Absess,Clinical,,Goats,3,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Sengwer,1.0418558,35.3226054,Village/Farm,1/14/2024,1/6/2024,East Coast Fever(ECF),Clinical,,Cattle,1,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Sengwer,1.0404531,35.3210754,Village/Farm,1/19/2024,1/7/2024,Anaplasmosis,Clinical,,Cattle,11,1,0,0,0,Extensive,,"[Treatment, Vector Control]",0,GOK,KABS
Elgeyo/Marakwet,Keiyo South,Soy North,0.4605691,35.6401319,Village/Farm,1/20/2024,1/8/2024,Fowl Pox,Clinical,,Chicken,90,10,5,0,5,Mixed,0,[Isolation],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9551339,35.4030127,Village/Farm,1/19/2024,1/9/2024,Cirrhosis,Post Mortem,,Cattle,0,1,0,4,0,,0,Slaughter,0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Lelan,1.007442597,35.34769256,Village/Farm,1/9/2024,1/6/2024,East Coast Fever(ECF),Clinical,,Cattle,9,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Lelan,1.012490988,35.32177448,Village/Farm,1/11/2024,1/7/2024,Brucellosis,Clinical,,Sheep,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,1.013230369,35.3397692,Village/Farm,1/23/2024,1/7/2024,Plant Poison,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Keiyo South,Soy North,0.525251598,35.56732429,Village/Farm,1/23/2024,1/8/2024,Heart Water,Post Mortem,,Goats,5,2,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9898006,35.4502865,Village/Farm,1/27/2024,1/9/2024,Helminthiasis,Clinical,,Cattle,2,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Sengwer,1.0397166,35.3210754,Clinic,1/6/2024,1/8/2024,Animal Bite,Clinical,,Cattle,5,5,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Sengwer,1.0397166,35.3210754,Clinic,1/23/2024,1/9/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Intensive,,"[Treatment, Vector Control]",0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.0659191,35.5861312,Village/Farm,1/18/2024,1/9/2024,Anaplasmosis,Clinical,,Cattle,30,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.0659191,35.5861312,Village/Farm,1/11/2024,1/8/2024,TVT,Clinical,,Dogs,4,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Garissa,Lagdera,Goreale,0.4589492,39.7451285,Village/Farm,1/13/2024,1/9/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,6,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Danyere,1.1858,38.8955,Village/Farm,1/10/2024,1/9/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,6,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Garissa,Balambala,Danyere,0.1657,39.0072,Village/Farm,1/5/2024,1/8/2024,East Coast Fever(ECF),Clinical,,Cattle,63,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Danyere,0.2944356,38.7680653,Village/Farm,1/4/2024,1/9/2024,Helminthiasis,Post Mortem,,Cattle,0,1,0,5,0,,0,Slaughter,0,GOK,KABS
Garissa,Lagdera,Benane,0.5087673,38.6747717,Village/Farm,1/16/2024,1/9/2024,Iron Defficiency,Clinical,,Pigs,9,9,1,0,1,Intensive,0,"[Treatment, Other]",0,GOK,KABS
Garissa,Fafi,Nanighi,-0.731619361,39.83267562,Village/Farm,1/8/2024,1/9/2024,Infectious Bursai Disease (Gumboro),Clinical,,Chicken,431,12,5,5,5,Mixed,0,[Treatment],0,GOK,KABS
Garissa,Fafi,Jarajila,-0.26644,40.7895,Village/Farm,1/29/2024,1/9/2024,Pneumonia,Clinical,,Pigs,2,0,0,0,0,Extensive,0,"[Treatment, Other]",0,GOK,KABS
Garissa,Fafi,Nanighi,0.8974,39.963345,Village/Farm,1/26/2024,1/9/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,80,3,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-108011,39.498203,Village/Farm,1/17/2024,1/8/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Intensive,0,"[Vaccination, Vector Control, Treatment]",0,GOK,KABS
Garissa,Garissa Township,Iftin,-0.5399213,39.70015623,Village/Farm,1/25/2024,1/7/2024,Arthritis ,Clinical,,Goats,19,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Obbu,2.8782911,38.944546,Village/Farm,12/30/2023,12/30/2023,Poisoning,Clinical,,Goats,56,8,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Ijara,Sangailu,-1.3130634,40.7267874,Village/Farm,1/5/2024,1/9/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Kajiado,Kajiado North,Oloolua,-1.4315082,36.7332906,Village/Farm,1/16/2024,1/9/2024,Rabies,Clinical,,Dogs,3,1,0,0,0,Extensive,0,[Isolation],0,GOK,KABS
Kajiado,Kajiado West,Keekonyokie,-1.4333828,36.6851044,Abattoir,1/28/2024,1/8/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,19,1,0,0,0,Intensive,0,"[Treatment, Isolation]",0,GOK,KABS
Kajiado,Kajiado Central,Matapato North,,,Village/Farm,1/26/2024,1/9/2024,Helminthiasis,Post Mortem,,Goats,0,0,0,4,0,,0,[No Action],0,GOK,KABS
Kajiado,Kajiado Central,Matapato South,-2.3177208,36.8275506,Village/Farm,1/20/2024,1/9/2024,Brucellosis,Clinical,,Cattle,12,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kakamega,Likuyani,Sango,0.7863547,35.0410535,Village/Farm,1/1/2024,1/9/2024,Myocarditis ,Post Mortem,,Cattle,0,0,0,3,0,,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Uran,3.323496,38.473467,Village/Farm,12/30/2023,12/30/2023,Camel Pox,Clinical,,Camel,52,1,0,0,0,Extensive,0,[Isolation],0,GOK,KABS
Turkana,Turkana East,Kapedo/Napeitom,1.672546,36.2869777,Village/Farm,12/30/2023,12/30/2023,Mange,Clinical,,Sheep,28,8,0,0,0,Extensive,0,[Treatment],28,GOK,KABS
Kakamega,Likuyani,Sango,0.7863911,35.0372676,Village/Farm,1/1/2024,1/10/2024,Helminthiasis,Post Mortem,,Goats,0,1,0,9,0,,0,Slaughter,0,GOK,KABS
Kakamega,Malava,Shirugu-Mugai,0.4450086,34.8380984,Village/Farm,1/2/2024,1/5/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,21,3,0,0,0,Extensive,0,"[Treatment, Vaccination]",21,GOK,KABS
Kakamega,Malava,East Kabras,0.4097552,34.8587951,Village/Farm,1/1/2024,1/10/2024,Brucellosis,Clinical,,Camel,11,2,0,0,0,Extensive,0,[No Action],0,GOK,KABS
