county,Disease/ Condition,Number at Risk
Samburu,Contagious Caprine Pleuropneumonia (CCPP),73
Marsabit,Peste des Petit Ruminants (PPR),60
Bungoma,Anaplasmosis,3
Bungoma,Rabies,1
Bomet,Pneumonia,0
Taita Taveta,East Coast Fever(ECF),3
Taita Taveta,Anaplasmosis,1
Makueni,Rabies,5
Bungoma,Helminthiasis,1
Vihiga,Helminthiasis,32
Taita Taveta,Bloat,2
Mombasa,Inflammation of Abomesum,9
Bungoma,Pneumonia,2
Bomet,Helminthiasis,0
Taita Taveta,Lumpy Skin Disease (LSD),486
Bungoma,Helminthiasis,2
Taita Taveta,Trypanosomiasis,3
Bungoma,Helminthiasis,1
Bungoma,Helminthiasis,3
Nyeri,African Swine Fever (ASF),6
Bungoma,Pneumonia,3
Marsabit,Rift Valley Fever (RVF),19
Bungoma,Foot and Mouth Disease (FMD),4
Marsabit,Abortions,50
Bungoma,East Coast Fever(ECF),2
Nakuru,0,30
Bungoma,Pneumonia,3
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),48
Bungoma,Brucellosis,4
Bungoma,Pneumonia,0
Samburu,Contagious Caprine Pleuropneumonia (CCPP),7
Samburu,Pneumonia,9
Marsabit,Mange,33
Bungoma,Helminthiasis,3
Elgeyo/Marakwet,East Coast Fever(ECF),8
Bungoma,Foot and Mouth Disease (FMD),7
Marsabit,Brucellosis,49
Bungoma,Foot and Mouth Disease (FMD),22
Marsabit,Trypanosomiasis,63
Marsabit,Eternal Parasite Infestation ,25
Marsabit,Helminthiasis,35
Marsabit,Brucellosis,3
Marsabit,Brucellosis,36
Marsabit,Brucellosis,15
Marsabit,Brucellosis,75
Marsabit,Heart Water,25
Marsabit,Pneumonia,25
Marsabit,Helminthiasis,25
Marsabit,Brucellosis,19
Marsabit,Helminthiasis,19
Marsabit,Animal bites,19
Marsabit,orf,25
Marsabit,Rift Valley Fever (RVF),16
Marsabit,Rift Valley Fever (RVF),9
Marsabit,Rift Valley Fever (RVF),12
Marsabit,Rift Valley Fever (RVF),53
Marsabit,Rift Valley Fever (RVF),139
Marsabit,Brucellosis,3
Marsabit,Brucellosis,115
Marsabit,Pneumonia,47
Marsabit,Rift Valley Fever (RVF),82
Marsabit,Brucellosis,62
Marsabit,Rift Valley Fever (RVF),46
Kakamega,East Coast Fever(ECF),3
Bungoma,Helminthiasis,4
Taita Taveta,Anaplasmosis,0
Marsabit,Peste des Petit Ruminants (PPR),56
Marsabit,Rift Valley Fever (RVF),117
Marsabit,Peste des Petit Ruminants (PPR),20
Marsabit,Brucellosis,153
Bungoma,Pneumonia,3
Kisumu,Pneumonia,4
Bungoma,Pneumonia,1
Bungoma,Helminthiasis,5
Bungoma,Pneumonia,2
Bungoma,Pneumonia,3
Kisumu,Metritis ,6
Mombasa,Anaplasmosis ,7
Bungoma,Anaplasmosis,3
Samburu,Peste des Petit Ruminants (PPR),153
Busia,East Coast Fever(ECF),11
Kwale,Coccidosis,148
Samburu,East Coast Fever(ECF),41
Taita Taveta,Anaplasmosis,1
Bungoma,Anaplasmosis,2
Bungoma,Pneumonia,3
Samburu,Mange,5
Bungoma,East Coast Fever(ECF),3
Nakuru,Sheep Pox,56
Busia,Pneumonia,5
Taita Taveta,0,25
Bungoma,Pneumonia,3
Busia,Trypanosomiasis,5
Bungoma,Helminthiasis,6
Marsabit,Rift Valley Fever (RVF),23
Taita Taveta,Coccidosis,20
Taita Taveta,Pneumonia,15
Busia,Helminthiasis,38
Bungoma,Mange,2
Marsabit,Rift Valley Fever (RVF),22
Bungoma,Helminthiasis,3
Busia,Lumpy Skin Disease (LSD),48
Bungoma,Coccidosis,2
Bungoma,Anthrax,2
Taita Taveta,0,0
Kakamega,Helminthiasis,5
Elgeyo/Marakwet,East Coast Fever(ECF),3
Kakamega,Anthrax,1
Uasin Gishu,Rabies,1
Bungoma,Pneumonia,1
Marsabit,Rift Valley Fever (RVF),15
Narok,0,17
Marsabit,Rift Valley Fever (RVF),12
Bungoma,Coccidosis,6
Kakamega,Mastitis,2
Marsabit,Rift Valley Fever (RVF),15
Makueni,Myasis,0
Bomet,Helminthiasis,0
Makueni,Newcastle Disease (NCD),20
Marsabit,Rift Valley Fever (RVF),10
Kwale,Helminthiasis,13
Marsabit,Pneumonia,20
Taita Taveta,Helminthiasis,1
Nyeri,East Coast Fever(ECF),0
Marsabit,Rift Valley Fever (RVF),320
Vihiga,Helminthiasis,2
Marsabit,Rift Valley Fever (RVF),59
Marsabit,Peste des Petit Ruminants (PPR),38
Kitui,Tetanus,0
Siaya,Lumpy Skin Disease (LSD),0
Marsabit,Helminthiasis,100
Siaya,Heart Water,5
Marsabit,Peste des Petit Ruminants (PPR),118
Marsabit,Foot rot,65
Marsabit,Animal bites,46
Marsabit,Canine Distemper (CD),0
Marsabit,Brucellosis,85
Elgeyo/Marakwet,0,1
Makueni,Contagious Caprine Pleuropneumonia (CCPP),50
Marsabit,Rift Valley Fever (RVF),6
Bungoma,East Coast Fever(ECF),2
Uasin Gishu,Anthrax,3
Marsabit,Anaplasmosis,20
Bungoma,Helminthiasis,4
Makueni,Contagious Caprine Pleuropneumonia (CCPP),20
Bungoma,Pneumonia,5
Marsabit,Babesiosis,20
Busia,Heart Water,3
Marsabit,Eperythrozoon Bacteria ,20
Bungoma,Pneumonia,2
Kakamega,East Coast Fever(ECF),0
Bungoma,Foot and Mouth Disease (FMD),2
Marsabit,Mastitis,12
Bungoma,Helminthiasis,6
Makueni,Pneumonia,4
Bungoma,Foot and Mouth Disease (FMD),1
Bungoma,Pneumonia,6
Bungoma,Coccidosis,1
Makueni,Mange,4
Trans Nzoia,Foot and Mouth Disease (FMD),91
Makueni,Mange,1
Makueni,Contagious Caprine Pleuropneumonia (CCPP),50
Bungoma,Foot and Mouth Disease (FMD),3
Makueni,Pneumonia,2
Kwale,Contagious Caprine Pleuropneumonia (CCPP),5
Samburu,Umbilical Hernia ,0
Samburu,Metritis,0
Bungoma,Tetanus,1
Samburu,Fractured Carpals,0
Elgeyo/Marakwet,East Coast Fever(ECF),1
Samburu,Uterine Prolapse ,0
Bungoma,Pneumonia,3
Samburu,Animal bites,3
Samburu,Peste des Petit Ruminants (PPR),73
Samburu,Aflatoxicosis,5
Bungoma,Pneumonia,3
Bungoma,Enterotoxaemia,2
Bungoma,Pneumonia,1
Bungoma,Foot and Mouth Disease (FMD),2
Bungoma,Foot and Mouth Disease (FMD),2
Marsabit,Brucellosis,59
Bungoma,Foot and Mouth Disease (FMD),2
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),68
Marsabit,Brucellosis,63
Marsabit,Footrot ,49
Vihiga,Transmissible Venereal Tumour,3
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),123
Siaya,Lumpy Skin Disease (LSD),7
Bomet,Anthrax,50
Taita Taveta,Trypanosomiasis,1
Marsabit,Peste des Petit Ruminants (PPR),50
Marsabit,Pneumonia,69
Marsabit,Pneumonia,92
Kwale,Contagious Caprine Pleuropneumonia (CCPP),7
Taita Taveta,Trypanosomiasis,3
Kisumu,Helminthiasis,1
Makueni,East Coast Fever(ECF),5
Samburu,tumour ,0
Kisumu,Helminthiasis,3
Marsabit,Mange,31
Makueni,Helminthiasis,3
Kisumu,Helminthiasis,3
Marsabit,Rift Valley Fever (RVF),251
Marsabit,Haemorrhagic septicemia,37
Kakamega,Lumpy Skin Disease (LSD),2
Marsabit,Haemorrhagic septicemia,56
Marsabit,Rift Valley Fever (RVF),49
Marsabit,Rift Valley Fever (RVF),149
Marsabit,Brucellosis,103
Marsabit,Brucellosis,351
Marsabit,Rift Valley Fever (RVF),157
Marsabit,Pneumonia,149
Marsabit,Rift Valley Fever (RVF),47
Marsabit,Animal bites,32
Marsabit,Pneumonia,140
Marsabit,Rift Valley Fever (RVF),56
Marsabit,Helminthiasis,111
Marsabit,Peste des Petit Ruminants (PPR),123
Marsabit,Helminthiasis,60
Marsabit,Pneumonia,23
Marsabit,Brucellosis,34
Marsabit,Peste des Petit Ruminants (PPR),150
Samburu,Mange,13
Nyeri,East Coast Fever(ECF),7
Siaya,East Coast Fever(ECF),5
Bungoma,Helminthiasis,3
Bungoma,Helminthiasis,2
Bungoma,Pneumonia,5
Bungoma,Pneumonia,8
Bungoma,Foot and Mouth Disease (FMD),6
Nyeri,Lumpy Skin Disease (LSD),45
Busia,Enterotoxaemia,4
Marsabit,Brucellosis,17
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),67
Nyeri,Lumpy Skin Disease (LSD),15
Marsabit,Rift Valley Fever (RVF),48
Makueni,Infectious Bronchitis,60
Makueni,Pneumonia,1
Marsabit,Mange,15
Marsabit,Rift Valley Fever (RVF),76
Elgeyo/Marakwet,East Coast Fever(ECF),3
Marsabit,Rift Valley Fever (RVF),124
Marsabit,Pneumonia,79
Vihiga,Helminthiasis,10
Marsabit,Brucellosis,49
Marsabit,Rift Valley Fever (RVF),41
Marsabit,Mange,38
Vihiga,Foot and Mouth Disease (FMD),10
Bungoma,Foot and Mouth Disease (FMD),3
Bungoma,Ehrlichiosis,1
Bungoma,East Coast Fever(ECF),1
Bungoma,Pneumonia,2
Marsabit,Brucellosis,23
Bungoma,Mange,1
Bungoma,Pneumonia,3
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),54
Marsabit,Pneumonia,54
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),160
Marsabit,Pneumonia,45
Marsabit,Helminthiasis,74
Marsabit,Pneumonia,78
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),68
Marsabit,Pneumonia,68
Marsabit,Mange,140
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),45
Marsabit,Trypanosomiasis,46
Marsabit,Mange,74
Marsabit,Caseous Lymphangitis ,17
Marsabit,Peste des Petit Ruminants (PPR),56
Siaya,Anaplasmosis,8
Marsabit,Pneumonia,78
Bungoma,Foot and Mouth Disease (FMD),30
Marsabit,Conjunctivitis ,21
Makueni,Pneumonia,0
Samburu,East Coast Fever(ECF),15
Bungoma,Foot and Mouth Disease (FMD),18
Marsabit,Peste des Petit Ruminants (PPR),18
Marsabit,0,103
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),122
Marsabit,Brucellosis,170
Siaya,East Coast Fever(ECF),1
Marsabit,Brucellosis,47
Marsabit,Pneumonia,119
Turkana,Contagious Caprine Pleuropneumonia (CCPP),25
Makueni,Helminthiasis,0
Kwale,Heart Water,8
Marsabit,Pneumonia,104
Marsabit,Rift Valley Fever (RVF),252
Kwale,Contagious Caprine Pleuropneumonia (CCPP),3
Samburu,Bacterial Mastitis ,0
Marsabit,Brucellosis,250
Samburu,Anaplasmosis,6
Marsabit,Foot and Mouth Disease (FMD),18
Samburu,Pink Eye,9
Marsabit,Brucellosis,51
Samburu,Mycosis,13
Elgeyo/Marakwet,East Coast Fever(ECF),1
Makueni,Babesiosis ,3
Marsabit,Animal bites,28
Samburu,Contagious Ecthyma,3
Kwale,0,1
Samburu,Animal bites,0
Samburu,Decubitus Ulcer,0
Samburu, Umbilical Hernia ,0
Samburu,East Coast Fever(ECF),36
Marsabit,Brucellosis,15
Samburu,Anaplasmosis,16
Marsabit,Rift Valley Fever (RVF),140
Samburu,Bacterial Enteritis,0
Bungoma,Pneumonia,2
Bungoma,Foot and Mouth Disease (FMD),3
Marsabit,Animal bites,39
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),102
Marsabit,Mange ,12
Bungoma,Pneumonia,3
Kakamega,Foot and Mouth Disease (FMD),4
Makueni,Lumpy Skin Disease (LSD),2
Busia,Anaplasmosis,4
Makueni,Lumpy Skin Disease (LSD),4
Bungoma,Brucellosis,3
Makueni,Pneumonia,30
Bungoma,Foot and Mouth Disease (FMD),3
Kakamega,Foot and Mouth Disease (FMD),15
Kakamega,Foot and Mouth Disease (FMD),4
Bungoma,Foot and Mouth Disease (FMD),2
Bungoma,Anaplasmosis,2
Bungoma,Helminthiasis,2
Kakamega,Anthrax,2
Makueni,East Coast Fever(ECF),3
Bungoma,Pneumonia,2
Makueni,Anaplasmosis ,0
Makueni,Anaplasmosis,0
Makueni,Helminthiasis,7
Samburu,Animal bites,0
Makueni,East Coast Fever(ECF),1
Marsabit,Rift Valley Fever (RVF),108
Bungoma,Helminthiasis,2
Samburu,Gape Worm Infestation ,33
Marsabit,Brucellosis,228
Kakamega,Foot and Mouth Disease (FMD),20
Kakamega,Foot and Mouth Disease (FMD),35
Bungoma,Pneumonia,3
Vihiga,Brucellosis,203
Kakamega,Black Quarter,5
Bomet,Foot and Mouth Disease (FMD),1
Makueni,Lumpy Skin Disease (LSD),7
Busia,Trypanosomiasis,0
Kajiado,Black Quarter,46
Kakamega,Foot and Mouth Disease (FMD),15
Siaya,East Coast Fever(ECF),0
Marsabit,Brucellosis,170
Kakamega,Mange,2
Kakamega,Foot and Mouth Disease (FMD),40
Kakamega,Foot and Mouth Disease (FMD),30
Samburu,Animal bites,4
Kakamega,Foot and Mouth Disease (FMD),0
Kakamega,Foot and Mouth Disease (FMD),4
Busia,Fowl Pox,56
Marsabit,Goat Pox,123
Vihiga,Mange,0
Marsabit,Lack Of Minerals,3
Narok,Helminthiasis,144
Samburu,Abscess ,45
Kwale,Pneumonia,100
Makueni,Newcastle Disease (NCD),240
Kwale,Pneumonia,41
Marsabit,Brucellosis,117
Kakamega,Rabies,3
Kakamega,East Coast Fever(ECF),0
Kakamega,Helminthiasis,2
Kwale,Pneumonia,27
Busia,Lumpy Skin Disease (LSD),3
Kwale,Pneumonia,20
Kwale,Pneumonia,6
Kwale,Trypanosomiasis,60
Kwale,Pneumonia,10
Kwale,Pneumonia,20
Kwale,Pneumonia,6
Kwale,Trypanosomiasis,6
Kwale,Pneumonia,6
Kwale,Pneumonia,20
Bungoma,Foot and Mouth Disease (FMD),4
Kwale,Pneumonia,20
Nakuru,Pneumonia,10
Kwale,Contagious Caprine Pleuropneumonia (CCPP),12
Bungoma, Myasis,3
Makueni,Tick Paralysis ,3
Bungoma,Helminthiasis,2
Bungoma,Pneumonia,2
Marsabit,Brucellosis,219
Marsabit,Rift Valley Fever (RVF),202
Marsabit,Goat Pox,47
Marsabit,Pneumonia,78
Marsabit,Poisoning,48
Kajiado,Lumpy Skin Disease (LSD),100
Marsabit,Atresia Ani,8
Kwale,Trypanosomiasis,6
Marsabit,Brucellosis,129
Marsabit,Peste des Petit Ruminants (PPR),150
Marsabit,Peste des Petit Ruminants (PPR),51
Makueni,Helminthiasis,4
Kwale,0,1
Makueni,Bloat,0
Bungoma,Lumpy Skin Disease (LSD),2
Makueni,Pneumonia,0
Marsabit,Pneumonia,36
Bungoma,Foot and Mouth Disease (FMD),1
Samburu,Animal bites,2
Narok,East Coast Fever(ECF),46
Taita Taveta,Anaplasmosis,4
Marsabit,Animal bites,115
Bungoma,Helminthiasis,3
Marsabit,Brucellosis,19
Taita Taveta,Mange,1
Makueni,Heart Water,23
Makueni,None,3
Elgeyo/Marakwet,Anaplasmosis,2
Kakamega,Anthrax,1
Elgeyo/Marakwet,East Coast Fever(ECF),9
Elgeyo/Marakwet,Bloat,39
Nakuru,Anaplasmosis,7
Marsabit,Mange,3
Makueni,Mange,5
Nakuru,East Coast Fever(ECF),3
Bungoma,Pneumonia,2
Kitui,Enterotoxaemia,63
Bungoma,Coccidosis,2
Bungoma,Foot and Mouth Disease (FMD),1
Bungoma,Foot and Mouth Disease (FMD),2
Kwale,Coccidosis,100
Kitui,Contagious Caprine Pleuropneumonia (CCPP),0
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),96
Bungoma,Helminthiasis,2
Bomet,Anthrax,15
Bungoma,Helminthiasis,1
Makueni,East Coast Fever(ECF),8
Marsabit,Peste des Petit Ruminants (PPR),41
Makueni,Trypanosomiasis,1
Bungoma,Anaplasmosis,3
Makueni,Newcastle Disease (NCD),350
Bungoma,Foot and Mouth Disease (FMD),1
Bomet,Helminthiasis,20
Makueni,Anaplasmosis,6
Makueni,Mange,2
Makueni,Anaplasmosis,9
Samburu,Heart Water,27
Elgeyo/Marakwet,East Coast Fever(ECF),5
Makueni,Helminthiasis,12
Kilifi,Helminthiasis,0
Samburu,Anaplasmosis,20
Makueni,Infectious Bronchitis,15
Samburu,Torsion ,0
Kilifi,East Coast Fever(ECF),16
Samburu,Carpal Flexion Dystocia,0
Elgeyo/Marakwet,Mastitis,1
Samburu,Helminthiasis,43
Samburu,Shipping Fever,0
Samburu,Fascioliasis,130
Samburu,Carpus Sprain,0
Marsabit,Babesiosis,30
Samburu,Orf,52
Marsabit,Anaplasmosis ,30
Samburu,Animal bites,23
Nyeri,East Coast Fever(ECF),1
Marsabit,Eperythrozoon Bactreria,30
Siaya,Helminthiasis,3
Bungoma,Helminthiasis,3
Samburu,Streptothricosis ,7
Bungoma,Pneumonia,2
Bungoma,Coccidosis,12
Elgeyo/Marakwet,East Coast Fever(ECF),5
Bungoma,Foot and Mouth Disease (FMD),14
Samburu,Animal bites,13
Makueni,Pneumonia,1
Bungoma,Foot and Mouth Disease (FMD),1
Samburu,Pneumonia,43
Bungoma,Dystocia,1
Makueni,Rabies,0
Samburu,Anaplasmosis,16
Bungoma,Foot and Mouth Disease (FMD),1
Bungoma,Pneumonia,2
Bungoma,Anaplasmosis,1
Bomet,Rabies,16
Bungoma,Helminthiasis,5
Bungoma,Pneumonia,2
Bungoma,Anaplasmosis,1
Bungoma,Foot and Mouth Disease (FMD),3
Elgeyo/Marakwet,East Coast Fever(ECF),2
Busia,East Coast Fever(ECF),2
Bungoma,Pneumonia,2
Elgeyo/Marakwet,Rabies,7
Bungoma,Brucellosis,1
Makueni,Pneumonia,5
Bungoma,Helminthiasis,11
Tana River,Equine trypanosomiasis ,3
Samburu,Pneumonia,3
Vihiga,0,1
Kericho,Rabies,3
Bungoma,Foot and Mouth Disease (FMD),2
Vihiga,Iron Deficiency,3
Garissa, Anaplasmosis ,456
Vihiga, Horn Buds,1
Vihiga,Helminthiasis,3
Vihiga,Locked Jaw/ Tetanus,5
Kisumu,Black Quarter,16
Garissa,Anthrax,255
Kisumu,Ehrlichiosis,4
Vihiga, Iron Deficiency ,11
Garissa,Peste des Petit Ruminants (PPR),582
Makueni,Fracture ,2
Bomet,Abscesses,0
Kakamega,Pneumonia,1
Makueni,Enterotoxaemia,1
Bungoma,Coccidosis,2
Garissa,Mange,12
Kakamega,East Coast Fever(ECF),0
Garissa,Trypanosomiasis,69
Bungoma,Helminthiasis,6
Bungoma,Coccidosis,2
Bungoma,Foot and Mouth Disease (FMD),1
Makueni,Parvovirus,8
Bungoma,Foot and Mouth Disease (FMD),2
Bungoma,Ehrlichiosis,1
Makueni,Animal bites,1
Bungoma,Coccidosis,9
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),500
Marsabit,Helminthiasis,10
Kajiado,Newcastle Disease (NCD),12
Marsabit,Haemorrhagic septicemia,3
Marsabit,Heart Water,500
Marsabit,orf,10
Marsabit,Animal bites,10
Taita Taveta,Trypanosomiasis,5
Narok,Enterotoxaemia,238
Narok,Contagious Caprine Pleuropneumonia (CCPP),250
Marsabit,Brucellosis,1
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),5
Marsabit,Helminthiasis,150
Garissa,Contagious Caprine Pleuropneumonia (CCPP),369
Makueni,Anaplasmosis,4
Vihiga,Streptococcis,900
Vihiga,Camel Pox,6
Kisumu,Trypanosomiasis,4
Makueni,Heart Water,4
Makueni,Contagious Caprine Pleuropneumonia (CCPP),20
Kwale,East Coast Fever(ECF),34
Kitui,Helminthiasis,0
Kwale,Contagious Caprine Pleuropneumonia (CCPP),12
Elgeyo/Marakwet,Rabies,4
Kwale,Helminthiasis,8
Kwale,Contagious Caprine Pleuropneumonia (CCPP),8
Tana River,0,300
Marsabit,Pneumonia,200
Marsabit,Helminthiasis,200
Makueni,Rabies,5
Marsabit,Heart Water,200
Marsabit,Brucellosis,150
Garissa,Trypanosomiasis,59
Narok,East Coast Fever(ECF),217
Vihiga,Peste des Petit Ruminants (PPR),205
Elgeyo/Marakwet,East Coast Fever(ECF),2
Kakamega,East Coast Fever(ECF),1
Garissa,Trypanosomiasis,40
Garissa,Peste des Petit Ruminants (PPR),157
Garissa,Peste des Petit Ruminants (PPR),89
Garissa,Pneumonia,30
Garissa,Trypanosomiasis,27
Bungoma,Foot and Mouth Disease (FMD),4
Marsabit,Animal bites,200
Marsabit,Brucellosis,12
Kakamega,Rabies,5
Marsabit,Rift Valley Fever (RVF),56
Marsabit,Pneumonia,110
Makueni,Pneumonia,3
Marsabit,orf,110
Makueni,Helminthiasis,27
Taita Taveta,Tick Bite Fever,3
Taita Taveta,Trypanosomiasis,3
Nandi,Anthrax,30
Marsabit,Peste des Petit Ruminants (PPR),100
Marsabit,Helminthiasis,110
Marsabit,Peste des Petit Ruminants (PPR),200
Kakamega,Lumpy Skin Disease (LSD),2
Taita Taveta,Enteritis,3
Kakamega,East Coast Fever(ECF),5
Taita Taveta,Orf disease,1
Bungoma,Helminthiasis,1
Bungoma,Helminthiasis,6
Bungoma,Pneumonia,2
Kwale,Trypanosomiasis,9
Bungoma,Lumpy Skin Disease (LSD),2
Kwale,Coccidosis,111
Kwale,Helminthiasis,18
Kwale,Trypanosomiasis,16
Kwale,Helminthiasis,8
Kwale,Contagious Caprine Pleuropneumonia (CCPP),32
Kwale,Newcastle Disease (NCD),500
Elgeyo/Marakwet,Helminthiasis,127
Garissa,Peste des Petit Ruminants (PPR),87
Kwale,Helminthiasis,21
Elgeyo/Marakwet,East Coast Fever(ECF),1
Kwale,Pneumonia,9
Kwale,Pneumonia,90
Kwale,Pneumonia,16
Elgeyo/Marakwet,Poisoning,5
Kwale,Rabies,2
Bomet,Helminthiasis,0
Makueni,East Coast Fever(ECF),6
Bungoma,Foot and Mouth Disease (FMD),5
Marsabit,Brucellosis,21
Marsabit,Coccidosis,13
Garissa,Trypanosomiasis,57
Marsabit,Keratoconjunctivities,20
Elgeyo/Marakwet,East Coast Fever(ECF),4
Makueni,Helminthiasis,3
Marsabit,Brucellosis,9
Elgeyo/Marakwet,Helminthiasis,2
Marsabit,Pneumonia,29
Marsabit,Pneumonia,0
Elgeyo/Marakwet,Oestrus Ovis ,19
Marsabit,Pneumonia,0
Marsabit,Pneumonia,41
Marsabit,Brucellosis,32
Elgeyo/Marakwet,East Coast Fever(ECF),8
Marsabit,Keratoconjunctivities,27
Kisumu,Anaplasmosis,3
Kisumu,East Coast Fever(ECF),85
Kakamega,Helminthiasis,2
Kakamega,East Coast Fever(ECF),3
Marsabit,Worms,9
Marsabit,Mastitis,0
Marsabit,Mange,41
Elgeyo/Marakwet,Helminthiasis,8
Busia,East Coast Fever(ECF),5
Kwale,Contagious Caprine Pleuropneumonia (CCPP),30
Taita Taveta,Helminthiasis,2
Busia,Lumpy Skin Disease (LSD),17
Garissa,Mange,16
Bungoma,Helminthiasis,2
Bungoma,Anaplasmosis,1
Taita Taveta,East Coast Fever(ECF),0
Busia,Lumpy Skin Disease (LSD),8
Garissa,Pneumonia,88
Bungoma,Pneumonia,2
Kwale,Contagious Caprine Pleuropneumonia (CCPP),6
Taita Taveta,Helminthiasis,0
Taita Taveta,R.A.B,0
Narok,Foot and Mouth Disease (FMD),600
Bungoma,Foot and Mouth Disease (FMD),3
Bungoma,Coccidosis,11
Makueni,Skin Infection ,3
Bungoma,Anaplasmosis,1
Busia,Newcastle Disease (NCD),40
Taita Taveta,Bloat,7
Taita Taveta,Abscess,1
Bungoma,Helminthiasis,2
Bungoma,Foot and Mouth Disease (FMD),1
Taita Taveta,"Respiratory Infection, Helminthiasis",3
Taita Taveta,Pneumonia,2
Taita Taveta,Helminthiasis,2
Bungoma,0,1
Taita Taveta,Dystocia,9
Taita Taveta,Helminthiasis,11
Taita Taveta,Anaplasmosis,0
Taita Taveta,Helminthiasis,2
Taita Taveta,Pneumonia,1
Taita Taveta,Myiasis,1
Bungoma,Foot and Mouth Disease (FMD),3
Taita Taveta,GIT Infection,10
Taita Taveta,Helminthiasis,4
Taita Taveta,Mastitis,10
Taita Taveta,Helminthiasis,12
Bungoma,Helminthiasis,2
Kakamega,Helminthiasis,4
Taita Taveta,Trypanosomiasis,2
Bungoma,Helminthiasis,2
Elgeyo/Marakwet,East Coast Fever(ECF),3
Marsabit,Helminthias,27
Bungoma,Pneumonia,6
Makueni,Animal bites,3
Garissa,Contagious Caprine Pleuropneumonia (CCPP),157
Garissa,Contagious Caprine Pleuropneumonia (CCPP),58
Bungoma,Anaplasmosis,2
Bungoma,Helminthiasis,4
Taita Taveta,Arthritis,2
Marsabit,Brucellosis,25
Bungoma,Coccidosis,6
Marsabit,Helminthiasis,121
Busia,Lumpy Skin Disease (LSD),3
Marsabit,Pneumonia,29
Marsabit,Animal bites,3
Kakamega,Helminthiasis,6
Marsabit,Pneumonia ,12
Marsabit,Helminthiasis,23
Kitui,Pneumonia,4
Makueni,East Coast Fever(ECF),1
Samburu,Orf,23
Samburu,Pneumonia,13
Marsabit, Mange,150
Samburu,Helminthiasis,12
Makueni,East Coast Fever(ECF),1
Busia,Dermatophilosis,1
Marsabit,Brucellosis,111
Nyeri,East Coast Fever(ECF),1
Makueni,Rabies,3
Marsabit,Eye Infection ,14
Makueni,ephemeral fever ,4
Makueni,Rabies,5
Marsabit,Brucellosis,25
Marsabit,Brucellosis,37
Marsabit,Mange,64
Makueni,Rabies,4
Marsabit,Brucellosis,43
Bungoma,Foot and Mouth Disease (FMD),6
Marsabit,Coccidosis,14
Marsabit,Brucellosis,24
Marsabit,Coccidosis,15
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),33
Marsabit,Brucellosis,36
Marsabit,Pneumonia,63
Marsabit,Brucellosis,32
Kakamega,Helminthiasis,3
Marsabit,Helminthiasis,5
Marsabit,Pneumonia,75
Marsabit,Brucellosis,46
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),48
Vihiga,Parvovirus,1
Marsabit,Pneumonia,53
Marsabit,Brucellosis,34
Elgeyo/Marakwet,Helminthiasis,3
Marsabit,Pneumonia,41
Marsabit,Brucellosis,26
Vihiga,Foot and Mouth Disease (FMD),10
Marsabit,Coenurosis,26
Marsabit,Coenurosis,16
Marsabit,Contagious Caprine Pleuropneumonia (CCPP),64
Marsabit,Brucellosis,13
Bungoma,Newcastle Disease (NCD),5
Bungoma,Foot and Mouth Disease (FMD),2
Bungoma,Helminthiasis,2
Kakamega,Helminthiasis,3
Busia,Trypanosomiasis,6
Busia,Trypanosomiasis,2
Busia,Lumpy Skin Disease (LSD),9
Kakamega,Rabies,3
Bungoma,Helminthiasis,5
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),107
