county,Disease_Condition,Species_Affected,Nature_of_Diagnosis,Production_System,Start_Outbreak_Event,Report_Date,Total_Number_Sick,Total_Vaccinated,Total_Number_Risk
Bungoma,Coccidosis,Cattle,Clinical,Mixed,2024-03-13,2024-03-13,1,0,1
Bungoma,Coccidosis,Cattle,Clinical,Mixed,2024-03-24,2024-03-24,1,0,2
Bungoma,Coccidosis,Cattle,Clinical,Mixed,2024-03-25,2024-03-25,1,0,2
Bungoma,Coccidosis,Chicken,Clinical,Mixed,2024-03-22,2024-03-22,3,0,12
Bungoma,Coccidosis,Chicken,Clinical,Mixed,2024-03-25,2024-03-25,3,0,9
Bungoma,Coccidosis,Chicken,Clinical,Mixed,2024-03-28,2024-03-28,6,0,11
Bungoma,Coccidosis,Chicken,Clinical,Mixed,2024-03-29,2024-03-29,3,0,6
Bungoma,Coccidosis,Goats,Clinical,Mixed,2024-03-21,2024-03-21,1,0,2
Bungoma,Coccidosis,Sheep,Clinical,Mixed,2024-03-12,2024-03-12,1,0,6
Bungoma,Coccidosis,Sheep,Clinical,Mixed,2024-04-24,2024-04-24,1,0,2
Bungoma,Coeneurosis,Goats,Clinical,Extensive,2024-01-25,2024-01-03,2,0,5
Bungoma,Colic,Donkey,Clinical,Extensive,2024-01-31,2024-01-02,1,0,1
Bungoma,Dystocia,Cattle,Clinical,Intensive,2024-01-30,2024-01-02,1,0,1
Bungoma,Dystocia,Cattle,Clinical,Mixed,2024-03-22,2024-03-22,1,0,1
Bungoma,East Coast Fever,Cattle,Clinical,Mixed,2024-04-07,2024-04-07,1,0,0
Bungoma,East Coast Fever(ECF),Cattle,Clinical,,2024-01-23,2024-01-03,1,0,3
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-12-20,2024-12-20,1,0,1
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-02-12,2024-02-12,1,0,4
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-23,2024-01-02,1,0,3
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-25,2024-01-04,1,0,3
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-04,2024-01-04,1,0,4
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-11-17,2024-11-17,1,0,5
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-12-10,2024-12-10,1,0,7
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-03-11,2024-03-11,1,0,3
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-03-13,2024-03-13,1,0,2
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-03-17,2024-03-17,1,0,1
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-03-07,2024-03-07,2,0,3
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-03-08,2024-03-08,1,0,2
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-04-10,2024-04-10,0,0,1
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-04-07,2024-04-07,1,0,2
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-06-01,2024-06-01,2,0,3
Bungoma,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-09-06,2024-09-06,1,0,1
Bungoma,Ehrlichiosis,Dogs,Clinical,Mixed,2024-03-17,2024-03-17,1,0,1
Bungoma,Ehrlichiosis,Dogs,Clinical,Mixed,2024-03-25,2024-03-25,1,0,1
Bungoma,Ehrlichiosis,Dogs,Clinical,Mixed,2024-04-10,2024-04-10,1,0,1
Bungoma,Enterotoxaemia,Cattle,Clinical,Extensive,2024-12-13,2024-12-13,1,0,6
Bungoma,Enterotoxaemia,Goats,Clinical,Mixed,2024-12-02,2024-12-02,1,0,6
Bungoma,Enterotoxaemia,Sheep,Clinical,Mixed,2024-03-14,2024-03-14,1,0,2
Bungoma,Food Poison,Pigs,Clinical,Extensive,2024-12-13,2024-12-13,2,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-01-31,2024-01-04,2,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-12-02,2024-12-02,1,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-04-24,2024-04-24,40,0,41
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-04-26,2024-04-26,5,0,0
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-05-17,2024-05-17,2,0,6
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Intensive,2024-07-27,2024-07-27,1,0,2
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-11-30,2024-11-30,5,0,14
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-12-07,2024-12-07,0,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-02-16,2024-02-16,4,0,26
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-02-23,2024-02-23,2,0,7
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-12,2024-03-12,8,0,30
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-13,2024-03-13,2,0,2
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-14,2024-03-14,4,0,6
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-15,2024-03-15,2,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-16,2024-03-16,3,0,6
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-17,2024-03-17,4,0,21
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-18,2024-03-18,6,0,18
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-19,2024-03-19,10,0,153
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-20,2024-03-20,4,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-21,2024-03-21,2,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-22,2024-03-22,1,0,1
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-23,2024-03-23,6,0,15
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-24,2024-03-24,3,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-25,2024-03-25,1,0,1
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-26,2024-03-26,2,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-27,2024-03-27,3,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-28,2024-03-28,5,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-29,2024-03-29,2,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-31,2024-03-31,4,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-07,2024-03-07,4,0,22
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-03-08,2024-03-08,3,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-10,2024-04-10,3,0,5
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-15,2024-04-15,2,0,2
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-17,2024-04-17,2,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-20,2024-04-20,2,0,1
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-21,2024-04-21,5,0,4
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-23,2024-04-23,2,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-24,2024-04-24,2,0,10
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-25,2024-04-25,2,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-29,2024-04-29,1,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-30,2024-04-30,1,0,1
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-04,2024-04-04,5,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-06,2024-04-06,7,0,9
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-04-07,2024-04-07,4,0,2
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-05-22,2024-05-22,24,0,70
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-06-12,2024-06-12,6,0,18
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-06-27,2024-06-27,1,0,3
Bungoma,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-07-27,2024-07-27,1,1,2
Bungoma,Foot and Mouth Disease (FMD),Goats,Clinical,Mixed,2024-03-21,2024-03-21,1,0,1
Bungoma,Foot and Mouth Disease (FMD),Goats,Clinical,Mixed,2024-03-24,2024-03-24,2,0,2
Bungoma,Foot and Mouth Disease (FMD),Sheep,Clinical,Mixed,2024-04-21,2024-04-21,3,0,6
Bungoma,Foot and Mouth Disease (FMD),Sheep,Clinical,Mixed,2024-04-23,2024-04-23,1,0,2
Bungoma,Heart Water,Cattle,Clinical,Mixed,2024-11-16,2024-11-16,1,0,2
Bungoma,Heart Water,Cattle,Clinical,Mixed,2024-04-07,2024-04-07,1,0,2
Bungoma,Heart Water,Sheep,Clinical,Mixed,2024-01-19,2024-01-04,2,0,0
Bungoma,Helminthiasis,Cattle,Clinical,Extensive,2024-01-23,2024-01-04,6,0,6
Bungoma,Helminthiasis,Cattle,Clinical,Extensive,2024-11-18,2024-11-18,2,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Extensive,2024-12-13,2024-12-13,2,0,7
Bungoma,Helminthiasis,Cattle,Clinical,Extensive,2024-12-27,2024-12-27,2,0,5
Bungoma,Helminthiasis,Cattle,Clinical,Extensive,2024-02-13,2024-02-13,1,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Intensive,2024-11-26,2024-11-26,1,0,1
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-01-23,2024-01-04,8,0,11
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-01-31,2024-01-04,6,0,6
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-11-18,2024-11-18,1,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-10,2024-03-10,5,0,8
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-11,2024-03-11,3,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-13,2024-03-13,2,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-16,2024-03-16,2,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-18,2024-03-18,3,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-20,2024-03-20,2,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-21,2024-03-21,1,0,2
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-22,2024-03-22,2,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-23,2024-03-23,3,0,5
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-27,2024-03-27,1,0,2
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-29,2024-03-29,5,0,6
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-31,2024-03-31,4,0,7
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-03-08,2024-03-08,7,0,10
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-10,2024-04-10,2,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-17,2024-04-17,3,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-19,2024-04-19,3,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-20,2024-04-20,6,0,9
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-21,2024-04-21,2,0,2
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-23,2024-04-23,3,0,2
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-24,2024-04-24,2,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-25,2024-04-25,3,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-26,2024-04-26,2,0,3
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-27,2024-04-27,3,0,4
Bungoma,Helminthiasis,Cattle,Clinical,Mixed,2024-04-04,2024-04-04,3,0,2
Bungoma,Helminthiasis,Dogs,Clinical,Mixed,2024-03-26,2024-03-26,1,0,1
Bungoma,Helminthiasis,Dogs,Clinical,Mixed,2024-04-24,2024-04-24,1,0,1
Bungoma,Helminthiasis,Dogs,Clinical,Mixed,2024-04-27,2024-04-27,1,0,1
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-03-21,2024-03-21,1,0,1
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-03-07,2024-03-07,1,0,1
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-03-08,2024-03-08,1,0,1
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-03-09,2024-03-09,1,0,1
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-04-24,2024-04-24,1,0,0
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-04-26,2024-04-26,2,0,0
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-04-27,2024-04-27,1,0,2
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-05-06,2024-05-06,8,0,8
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-05-08,2024-05-08,2,0,2
Bungoma,Helminthiasis,Donkey,Clinical,Mixed,2024-05-09,2024-05-09,0,0,1
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-03-11,2024-03-11,3,0,6
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-03-14,2024-03-14,2,0,6
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-03-16,2024-03-16,2,0,2
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-03-24,2024-03-24,5,0,11
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-03-28,2024-03-28,1,0,2
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-03-09,2024-03-09,2,0,3
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-04-10,2024-04-10,2,0,3
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-04-21,2024-04-21,2,0,3
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-04-24,2024-04-24,2,0,5
Bungoma,Helminthiasis,Goats,Clinical,Mixed,2024-04-25,2024-04-25,2,0,4
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-03-12,2024-03-12,2,0,3
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-03-20,2024-03-20,2,0,2
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-03-25,2024-03-25,3,0,6
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-03-26,2024-03-26,3,0,6
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-03-29,2024-03-29,1,0,2
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-04-19,2024-04-19,2,0,1
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-04-24,2024-04-24,3,0,3
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-04-25,2024-04-25,1,0,1
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-04-26,2024-04-26,1,0,2
Bungoma,Helminthiasis,Sheep,Clinical,Mixed,2024-04-07,2024-04-07,3,0,2
Bungoma,Hyenas Bite,Sheep,Clinical,Mixed,2024-10-10,2024-10-10,3,0,51
Bungoma,Infectious Bronchitis,Chicken,Clinical,Mixed,2024-04-21,2024-04-21,3,0,9
Bungoma,Infectious Bronchitis,Chicken,Clinical,Mixed,2024-04-24,2024-04-24,3,0,23
Bungoma,Infectious Bursai Disease (Gumboro),Chicken,Clinical,Mixed,2024-04-04,2024-04-04,1,0,5
Bungoma,Ketosis,Cattle,Clinical,Mixed,2024-01-04,2024-01-04,1,0,2
Bungoma,Laminitis,Cattle,Clinical,Intensive,2024-01-31,2024-01-04,1,0,6
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-10-11,2024-10-11,1,0,1
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-12-13,2024-12-13,1,0,4
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-12-26,2024-12-26,1,0,4
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-12-09,2024-12-09,1,0,5
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-04-24,2024-04-24,1,0,3
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-09-19,2024-09-19,1,0,2
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-01-31,2024-01-04,1,0,0
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-11-27,2024-11-27,1,5,6
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-11-29,2024-11-29,2,5,5
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-12-15,2024-12-15,1,0,1
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-12-03,2024-12-03,1,0,9
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-12-08,2024-12-08,1,0,10
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-03-23,2024-03-23,1,0,2
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-03-26,2024-03-26,1,0,2
Bungoma,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-08-30,2024-08-30,1,0,5
Bungoma,Mange,Cattle,Clinical,Intensive,2024-02-10,2024-02-10,1,0,4
Bungoma,Mange,Cattle,Clinical,Mixed,2024-03-12,2024-03-12,1,0,2
Bungoma,Mange,Cattle,Clinical,Mixed,2024-04-21,2024-04-21,3,0,5
Bungoma,Mange,Dogs,Clinical,Mixed,2024-03-17,2024-03-17,1,0,1
Bungoma,Mange,Goats,Clinical,Extensive,2024-01-25,2024-01-02,1,0,14
Bungoma,Mastitis,Cattle,Clinical,Extensive,2024-12-06,2024-12-06,1,0,2
Bungoma,Myasis,Sheep,Clinical,Mixed,2024-03-20,2024-03-20,3,0,3
Bungoma,Newcastle Disease (NCD),Chicken,Clinical,Mixed,2024-03-31,2024-03-31,2,0,5
Bungoma,Orf,Goats,Clinical,Extensive,2024-11-22,2024-11-22,1,0,3
Bungoma,Orf,Sheep,Clinical,Extensive,2024-12-03,2024-12-03,4,0,6
Bungoma,Pneumonia,Cattle,Clinical,Extensive,2024-11-20,2024-11-20,1,0,6
Bungoma,Pneumonia,Cattle,Clinical,Extensive,2024-11-28,2024-11-28,1,0,7
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-01-23,2024-01-04,2,0,3
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-11,2024-03-11,5,0,8
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-12,2024-03-12,1,0,1
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-14,2024-03-14,1,0,1
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-16,2024-03-16,2,0,5
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-19,2024-03-19,1,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-20,2024-03-20,1,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-21,2024-03-21,1,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-23,2024-03-23,1,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-26,2024-03-26,1,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-27,2024-03-27,2,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-30,2024-03-30,2,0,3
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-03-08,2024-03-08,3,0,6
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-20,2024-04-20,2,0,3
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-21,2024-04-21,4,0,6
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-23,2024-04-23,1,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-24,2024-04-24,2,0,3
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-25,2024-04-25,4,0,11
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-26,2024-04-26,2,0,3
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-04-07,2024-04-07,2,0,2
Bungoma,Pneumonia,Cattle,Clinical,Mixed,2024-07-29,2024-07-29,1,0,2
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-10,2024-03-10,0,0,0
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-11,2024-03-11,2,0,3
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-13,2024-03-13,1,0,2
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-15,2024-03-15,1,0,3
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-26,2024-03-26,2,0,3
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-29,2024-03-29,3,0,6
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-03-08,2024-03-08,1,0,2
Bungoma,Pneumonia,Goats,Clinical,Mixed,2024-04-26,2024-04-26,2,0,4
Bungoma,Pneumonia,Sheep,Clinical,Extensive,2024-01-04,2024-01-04,2,0,2
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-10,2024-03-10,4,0,4
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-11,2024-03-11,2,0,3
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-13,2024-03-13,3,0,6
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-14,2024-03-14,3,0,5
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-15,2024-03-15,2,0,3
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-16,2024-03-16,4,0,8
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-17,2024-03-17,1,0,2
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-18,2024-03-18,1,0,2
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-19,2024-03-19,2,0,3
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-22,2024-03-22,1,0,2
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-23,2024-03-23,2,0,2
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-24,2024-03-24,3,0,2
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-27,2024-03-27,2,0,3
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-07,2024-03-07,6,0,15
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-03-08,2024-03-08,2,0,3
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-04-10,2024-04-10,4,0,8
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-04-17,2024-04-17,3,0,6
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-04-24,2024-04-24,2,0,6
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-04-25,2024-04-25,3,0,4
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-04-27,2024-04-27,5,0,10
Bungoma,Pneumonia,Sheep,Clinical,Mixed,2024-04-04,2024-04-04,2,0,3
Bungoma,Post Parturient Condition,Cattle,Clinical,,2024-01-23,2024-01-04,0,0,1
Bungoma,Rabies,Cattle,Clinical,Extensive,2024-12-12,2024-12-12,1,0,2
Bungoma,Rabies,Cattle,Clinical,Extensive,2024-05-23,2024-05-23,1,0,3
Bungoma,Rabies,Dogs,Clinical,Extensive,2024-01-30,2024-01-02,1,0,100
Bungoma,Rabies,Donkey,Clinical,Mixed,2024-03-09,2024-03-09,1,0,1
Bungoma,Swine dysentery,Pigs,Clinical,Intensive,2024-12-06,2024-12-06,1,0,4
Bungoma,Tetanus,Donkey,Clinical,Mixed,2024-03-15,2024-03-15,1,0,1
Bungoma,Trypanosomiasis,Cattle,Clinical,Extensive,2024-01-25,2024-01-04,1,0,3
Bungoma,Trypanosomiasis,Cattle,Clinical,Extensive,2024-11-20,2024-11-20,5,0,1
Bungoma,Trypanosomiasis,Cattle,Clinical,Intensive,2024-01-04,2024-01-03,1,0,1
Bungoma,Trypanosomiasis,Cattle,Clinical,Mixed,2024-01-25,2024-01-04,1,0,0
Busia,Abdominal Hernia,Pigs,Clinical,Intensive,2024-02-21,2024-02-21,1,0,12
Busia,Abscess,Goats,Post Mortem,,2024-01-11,2024-01-06,1,0,1
Busia,African Swine Fever (ASF),Pigs,Clinical,Extensive,2024-11-17,2024-11-17,1,0,11
Busia,African Swine Fever (ASF),Pigs,Clinical,Extensive,2024-12-10,2024-12-10,1,0,3
Busia,African Swine Fever (ASF),Pigs,Clinical,Extensive,2024-02-09,2024-02-09,4,0,4
Busia,African Swine Fever (ASF),Pigs,Clinical,Extensive,2024-05-16,2024-05-16,1,0,1
Busia,African Swine Fever (ASF),Pigs,Clinical,Extensive,2024-06-01,2024-06-01,1,0,3
Busia,African Swine Fever (ASF),Pigs,Clinical,Intensive,2024-12-17,2024-12-17,5,0,5
Busia,African Swine Fever (ASF),Pigs,Clinical,Intensive,2024-02-22,2024-02-22,2,0,5
Busia,African Swine Fever (ASF),Pigs,Clinical,Intensive,2024-02-05,2024-02-05,2,0,4
Busia,African Swine Fever (ASF),Pigs,Clinical,Mixed,2024-11-28,2024-11-28,3,0,2
Busia,Anaestrus,Cattle,Clinical,Extensive,2024-02-20,2024-02-20,1,0,1
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-01-14,2024-01-06,2,0,2
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-01-24,2024-01-06,1,0,20
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-01-27,2024-01-06,1,0,2
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-12-20,2024-12-20,2,2,2
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-02-01,2024-02-01,1,0,6
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-02-10,2024-02-10,1,0,3
Busia,Anaplasmosis,Cattle,Clinical,Extensive,2024-02-21,2024-02-21,2,0,16
